Name,Age,Distance,Duration,Steps,HeartRate,Calories
Stefanie Reynolds,35,,83.0,9508.0,,571.0
Raymond Marshall,54,5.0,12.0,1990.0,101.0,500.0
Carrie Moreno,55,5.0,43.0,4531.0,158.0,650.0
Brad Smith,59,3.0,24.0,2379.0,147.0,482.0
Ashley Moore,37,3.0,72.0,10512.0,139.0,401.0
Tina Rios,23,2.0,,18980.0,101.0,560.0
Brian Phillips,26,4.0,69.0,,160.0,680.0
Edgar Hart,18,4.0,69.0,,160.0,680.0
Henry Briggs,37,2.0,76.0,6173.0,102.0,250.0
Jamie Morales,48,6.0,32.0,,102.0,472.0
Tammy Simpson,57,1.0,,2765.0,93.0,347.0
Stephanie Shah,48,7.0,61.0,7600.0,71.0,237.0
Steven Lang,30,11.0,49.0,14713.0,104.0,575.0
Heidi Cox,50,4.0,49.0,7439.0,99.0,202.0
Laura Mueller,63,1.0,46.0,1893.0,114.0,114.0
Larry Mcgee,40,2.0,28.0,11185.0,161.0,628.0
Dylan Vance,29,2.0,40.0,10889.0,117.0,664.0
Michael Ayala,22,7.0,61.0,17486.0,124.0,808.0
Brenda Mullen,25,13.0,98.0,13053.0,158.0,691.0
Gary Lopez,43,6.0,68.0,,159.0,265.0
Nancy Silva,32,9.0,46.0,13138.0,,498.0
Patrick Davis Jr.,50,5.0,,10741.0,83.0,634.0
Sarah Mccoy,58,5.0,11.0,3270.0,143.0,289.0
Anthony Henry,43,5.0,74.0,9592.0,,397.0
Joel Anderson,20,10.0,111.0,17040.0,117.0,515.0
Tracy Buck,60,4.0,32.0,1145.0,118.0,398.0
Ryan Thompson,45,2.0,74.0,6258.0,165.0,217.0
Cindy Moore,41,6.0,42.0,9484.0,141.0,479.0
Jeremy Patterson,46,5.0,35.0,10133.0,128.0,635.0
Nancy Santos,46,2.0,48.0,11493.0,137.0,421.0
Peggy Smith,41,2.0,69.0,7201.0,76.0,374.0
Katelyn Robinson,37,2.0,77.0,8783.0,129.0,279.0
Kristen Barnes,59,5.0,46.0,4503.0,120.0,
Aaron Morris,56,4.0,23.0,1100.0,160.0,354.0
Monica Sanchez,63,3.0,,,76.0,458.0
Ronald Bennett,38,7.0,33.0,11740.0,108.0,577.0
Jeremy Thompson,59,5.0,14.0,1516.0,136.0,151.0
Jeffrey Barrera,33,3.0,,10586.0,,
Holly Lopez,60,4.0,28.0,3918.0,119.0,471.0
Bruce Lopez,57,3.0,40.0,,124.0,186.0
Rose Fowler,31,,87.0,13154.0,79.0,
Kayla Miller DDS,18,,87.0,13154.0,79.0,
Sara Martin,49,7.0,45.0,9432.0,89.0,203.0
Laura Smith,26,3.0,58.0,11491.0,,352.0
Alexandria Miller,45,2.0,,10665.0,,
Thomas Stone,51,,47.0,1678.0,140.0,355.0
Nicholas Johnson,49,4.0,46.0,8739.0,79.0,434.0
Dale Jenkins,46,3.0,54.0,9640.0,70.0,473.0
Krystal Rose,22,,119.0,13265.0,112.0,688.0
Megan Neal,56,4.0,35.0,1938.0,104.0,
Amber Reynolds,44,1.0,39.0,6158.0,147.0,288.0
John Perkins,21,,118.0,19712.0,,832.0
Donna Parsons,36,8.0,36.0,9283.0,138.0,465.0
Matthew Wilson,42,5.0,66.0,7496.0,73.0,408.0
Adriana Norris,23,,76.0,15805.0,102.0,
Andrew Wilcox,46,6.0,51.0,10295.0,94.0,599.0
Stephanie Camacho,55,1.0,,4340.0,123.0,250.0
Donna Sutton,26,9.0,78.0,12934.0,132.0,741.0
Mckenzie Shelton,42,1.0,68.0,7256.0,113.0,
Joy Elliott,30,10.0,,14593.0,105.0,445.0
Ashley Shepard,21,12.0,85.0,14132.0,140.0,583.0
Dana Lee,52,4.0,14.0,1474.0,161.0,188.0
Kevin Medina,47,6.0,28.0,6644.0,116.0,262.0
Jordan Barrett,54,4.0,11.0,1141.0,151.0,335.0
Lori King,47,5.0,42.0,6535.0,150.0,403.0
Michael Navarro,46,5.0,56.0,8379.0,165.0,
Sarah Phillips,44,4.0,49.0,6323.0,94.0,541.0
Kim Lopez,46,6.0,59.0,7215.0,153.0,440.0
Nicole Sparks,60,3.0,31.0,4199.0,106.0,294.0
Steven Foster,28,4.0,47.0,15962.0,134.0,698.0
Jennifer Taylor,45,4.0,74.0,10612.0,100.0,410.0
Shawn Cantrell,42,,55.0,7170.0,86.0,513.0
Ronald Gonzalez,42,8.0,67.0,9393.0,158.0,593.0
Andrew Steele,44,7.0,75.0,8753.0,129.0,
Taylor Vargas,23,3.0,79.0,15597.0,118.0,457.0
Nathan Sawyer,55,1.0,33.0,1287.0,147.0,379.0
Lisa Brown,34,1.0,79.0,8932.0,91.0,441.0
Scott Russo,23,14.0,84.0,14270.0,105.0,734.0
Alicia Singleton,36,,73.0,10381.0,160.0,
Patricia Johnson,64,5.0,22.0,4808.0,154.0,
Mario Espinoza,23,12.0,105.0,18244.0,105.0,531.0
John Daugherty,18,12.0,105.0,18244.0,105.0,531.0
Robert Mcmillan,42,6.0,39.0,10921.0,151.0,254.0
Autumn Dunn,41,4.0,42.0,6534.0,150.0,322.0
Pamela Munoz,37,,63.0,11822.0,115.0,534.0
Ryan Davis,40,1.0,25.0,9445.0,156.0,612.0
Austin Howard,38,7.0,31.0,,153.0,454.0
Vanessa Norton,43,1.0,44.0,9623.0,164.0,288.0
Amanda Bush,25,7.0,83.0,14472.0,138.0,745.0
Ronald Dean,54,3.0,27.0,2685.0,174.0,
Tammy Johnson,47,8.0,68.0,6249.0,107.0,467.0
Laura Weber,62,4.0,20.0,2207.0,121.0,161.0
Michelle Bradley,46,,58.0,,92.0,450.0
Kristin Riley,27,6.0,69.0,15143.0,118.0,516.0
Joshua Flynn,53,2.0,20.0,4786.0,123.0,398.0
Nicholas Clark,53,,19.0,4412.0,82.0,527.0
Michael Rodriguez,26,10.0,48.0,8769.0,127.0,715.0
Gary Brown,46,4.0,50.0,9201.0,125.0,203.0
Michael Harrison,27,9.0,35.0,,149.0,477.0
Jeremy Perez,25,5.0,59.0,19404.0,,
Michelle Rodriguez,22,,,,115.0,567.0
Steve Ramirez,63,1.0,17.0,4907.0,72.0,
Amber Osborn,25,9.0,109.0,16581.0,123.0,580.0
Amanda Ray,45,6.0,37.0,11832.0,131.0,225.0
Denise Shaw,43,0.0,69.0,6223.0,146.0,320.0
Jason Torres,20,13.0,80.0,17217.0,125.0,633.0
Cody Collins,45,2.0,56.0,9045.0,144.0,380.0
William Williams,21,5.0,75.0,,137.0,
Jeffrey Khan,61,1.0,46.0,2523.0,103.0,238.0
Dustin Smith,42,1.0,57.0,7566.0,,428.0
Dennis Walker,63,3.0,49.0,4823.0,115.0,156.0
Peggy Ford,21,12.0,75.0,17694.0,106.0,414.0
Alejandro Smith,24,,101.0,16712.0,121.0,521.0
Hannah Adams,19,7.0,58.0,16792.0,125.0,581.0
Brian Warren,18,7.0,58.0,16792.0,125.0,581.0
James Mclaughlin,23,14.0,78.0,14345.0,104.0,690.0
Kevin Weber,30,8.0,75.0,13193.0,120.0,775.0
Michael Hall,53,1.0,13.0,4325.0,,364.0
Brandon Rodriguez,42,2.0,40.0,11823.0,81.0,
Michelle Rodriguez,36,0.0,67.0,8250.0,84.0,562.0
Mr. Casey Murray,63,4.0,47.0,,150.0,625.0
Danielle Taylor,35,,73.0,14785.0,155.0,731.0
Kayla Knight,28,4.0,49.0,9635.0,153.0,
Cassandra Conner,30,10.0,48.0,14069.0,162.0,563.0
Eric Sanchez,64,5.0,31.0,,129.0,132.0
Ronald Cooper,30,11.0,41.0,12909.0,136.0,521.0
Carlos Cook,46,8.0,45.0,7216.0,155.0,245.0
Christopher Mcintyre,62,5.0,40.0,,63.0,104.0
Heather Willis,43,2.0,55.0,10554.0,125.0,
Sarah Henderson,64,0.0,,2674.0,173.0,302.0
Heather Shelton,47,,,,157.0,274.0
Richard Williams,33,6.0,,10977.0,142.0,386.0
Lacey English,23,9.0,93.0,13467.0,115.0,
Kenneth Santana MD,59,2.0,33.0,3246.0,82.0,604.0
Emily Clark,21,11.0,84.0,16937.0,112.0,565.0
Pamela Watkins,48,8.0,31.0,8053.0,169.0,505.0
Rodney Knapp,58,2.0,23.0,2740.0,88.0,370.0
Kelly Moore,18,2.0,23.0,2740.0,88.0,370.0
Scott Peters,36,7.0,55.0,9304.0,112.0,508.0
David Ramsey,45,,25.0,8081.0,84.0,551.0
Michael James,43,2.0,48.0,7892.0,123.0,366.0
Sierra Sullivan,49,1.0,66.0,9424.0,110.0,602.0
Bradley Todd,39,8.0,63.0,8179.0,101.0,433.0
Lucas Walker,50,6.0,60.0,10281.0,89.0,322.0
Cheryl Moss,28,5.0,55.0,10708.0,141.0,585.0
Jon Rosales,46,,42.0,11881.0,158.0,228.0
Michael Ibarra,62,2.0,48.0,3510.0,101.0,152.0
Keith Silva,41,8.0,25.0,9943.0,130.0,629.0
Rhonda Cohen,51,4.0,17.0,1296.0,170.0,117.0
Jennifer Wagner,23,14.0,69.0,17770.0,125.0,613.0
Breanna Davis,50,8.0,54.0,6912.0,99.0,587.0
Kelsey Garcia,51,2.0,,2805.0,,413.0
Shawn Hall,57,2.0,,3479.0,154.0,577.0
Tracey Ramirez,20,6.0,,14922.0,144.0,411.0
Andrew Martinez,41,4.0,41.0,,103.0,387.0
Keith Lopez,58,1.0,20.0,3490.0,72.0,
Ashley Mccoy,36,1.0,79.0,8370.0,97.0,573.0
Linda Stewart,53,2.0,43.0,4358.0,,358.0
Deborah Berry,46,1.0,75.0,11599.0,72.0,307.0
Barry Wolfe,41,6.0,74.0,10747.0,79.0,
Chad Hernandez,48,,64.0,10398.0,99.0,320.0
Gary Clark,21,4.0,69.0,16713.0,130.0,506.0
Christina Snyder,32,5.0,78.0,11417.0,118.0,356.0
Rebecca Bradley,48,7.0,61.0,7177.0,107.0,442.0
Mrs. Sydney Mccullough,45,5.0,29.0,10161.0,,231.0
David Dunn,30,3.0,53.0,15274.0,80.0,
Stephanie Greer,58,3.0,20.0,1482.0,144.0,647.0
Jessica Jones,56,2.0,24.0,1710.0,61.0,411.0
Amy Spencer,55,1.0,41.0,3924.0,100.0,
Eric Rodgers,63,3.0,48.0,1150.0,167.0,
Jay Scott,45,7.0,48.0,6503.0,,286.0
Mary Wallace,25,12.0,,13069.0,153.0,684.0
Laura Andrade,64,3.0,39.0,2932.0,141.0,
Austin Huynh,31,8.0,78.0,11944.0,134.0,657.0
Gregory Griffin,48,4.0,29.0,7877.0,121.0,329.0
Lisa Trujillo,22,,51.0,17708.0,147.0,748.0
Nathaniel Ramirez,55,1.0,17.0,4722.0,179.0,693.0
Richard Raymond,42,3.0,57.0,8221.0,,615.0
Kim Norris,55,4.0,46.0,3899.0,113.0,170.0
Sarah Barnes,38,8.0,28.0,10047.0,108.0,578.0
Tanya Olson,29,10.0,41.0,13930.0,146.0,627.0
Angela Stewart,21,,109.0,16184.0,118.0,629.0
Kylie Harris,54,2.0,42.0,2387.0,139.0,554.0
Juan Parsons,29,3.0,35.0,15011.0,155.0,
Joseph Keith,41,6.0,73.0,8503.0,,
Connor Pittman,50,3.0,,,74.0,317.0
Robert Tyler,26,1.0,73.0,8643.0,130.0,371.0
Cindy Taylor,19,,87.0,12717.0,112.0,513.0
Jeff Rodriguez,38,4.0,32.0,7982.0,101.0,280.0
Matthew Myers,47,1.0,51.0,9685.0,106.0,336.0
Michelle Scott,55,1.0,23.0,2150.0,61.0,613.0
John Hunt,58,4.0,26.0,1609.0,64.0,186.0
Julie Rivera,42,4.0,62.0,9450.0,122.0,436.0
Bradley Castro,53,1.0,31.0,2273.0,69.0,524.0
Melissa Perry,32,7.0,85.0,14690.0,,500.0
Helen Schwartz,60,,40.0,3555.0,121.0,484.0
Stephen Velasquez,32,4.0,37.0,9128.0,141.0,
Yolanda Smith,45,2.0,61.0,10562.0,124.0,
James Murray,55,1.0,40.0,2631.0,,
Michele Weaver,19,11.0,100.0,16709.0,141.0,595.0
Jay Lewis,28,8.0,64.0,12731.0,140.0,765.0
Joseph Aguilar,37,,26.0,9297.0,95.0,560.0
John Robertson,52,2.0,,4488.0,167.0,574.0
Thomas Lee,21,6.0,,16983.0,93.0,585.0
Vincent Conner,24,8.0,108.0,,117.0,403.0
Karen Chan,22,8.0,95.0,15121.0,,444.0
Crystal Hernandez,25,3.0,117.0,17817.0,154.0,574.0
Jennifer Simmons,39,7.0,,,142.0,349.0
Kimberly Jackson,30,,75.0,10533.0,126.0,524.0
Crystal Carter,42,,66.0,9386.0,,453.0
William Taylor,29,8.0,85.0,10821.0,150.0,719.0
Zoe Sullivan,31,5.0,98.0,9146.0,123.0,654.0
Alison Mason,27,7.0,56.0,12301.0,157.0,594.0
Christopher Martin,37,5.0,48.0,7722.0,167.0,261.0
Catherine Moore,18,5.0,48.0,7722.0,167.0,261.0
Anthony White,63,1.0,36.0,3752.0,72.0,
Patricia Cox,63,1.0,17.0,1970.0,75.0,
Tammy Mills,39,,65.0,10601.0,106.0,605.0
Wanda Smith,33,7.0,98.0,9543.0,108.0,684.0
Cheryl Dunn,56,4.0,41.0,4859.0,83.0,460.0
Maria Lloyd MD,26,6.0,35.0,,,749.0
Jonathon Fuller,53,1.0,29.0,3977.0,103.0,264.0
Amy Hoffman,47,3.0,,6383.0,109.0,238.0
Steven Rivera,27,10.0,95.0,10242.0,80.0,706.0
Heather Johnson,56,3.0,20.0,4975.0,,142.0
Kathryn White,48,3.0,79.0,7043.0,83.0,254.0
Nicole Rollins,51,4.0,45.0,4315.0,129.0,582.0
Daniel Jackson,49,6.0,32.0,8607.0,,312.0
Cristina Camacho,24,11.0,63.0,15978.0,,
Hailey Atkins,36,2.0,78.0,7716.0,157.0,322.0
Matthew Mclean,50,2.0,78.0,11924.0,165.0,564.0
Elizabeth Perez MD,23,,119.0,12764.0,129.0,889.0
Angel Herrera,45,4.0,37.0,7525.0,82.0,389.0
Joseph Wright,38,0.0,,11275.0,144.0,354.0
Jonathan Kim,52,3.0,43.0,4761.0,176.0,379.0
Karen Crawford,31,,60.0,10473.0,,582.0
Sean Lynn,25,12.0,97.0,19195.0,,761.0
Richard Perry,51,3.0,20.0,2772.0,158.0,614.0
Wayne Mcdonald,62,0.0,16.0,4998.0,157.0,386.0
Patrick Moore,32,9.0,41.0,12131.0,112.0,509.0
Melissa Townsend,64,5.0,32.0,1184.0,125.0,311.0
Jordan Wright,54,0.0,38.0,3983.0,101.0,208.0
Carla Bailey,25,3.0,84.0,12733.0,148.0,
Charles Zavala,31,6.0,75.0,11386.0,92.0,355.0
Melissa Adams,35,,52.0,10786.0,,397.0
Kathryn Mullins,37,,43.0,11633.0,84.0,431.0
Alexis Martin,31,5.0,97.0,14805.0,,609.0
Nathan Morrow,22,6.0,108.0,15668.0,,
Cynthia Flores,19,1.0,91.0,12012.0,123.0,663.0
Lori Estrada,19,3.0,72.0,15861.0,108.0,506.0
Dominique Brown,55,1.0,,2209.0,168.0,
Julia Castillo,50,8.0,77.0,9960.0,154.0,591.0
Robert George,28,11.0,85.0,13806.0,85.0,462.0
Vanessa Nguyen MD,51,3.0,48.0,1538.0,139.0,368.0
Michelle Ramos,21,2.0,65.0,15368.0,135.0,636.0
Jennifer Mueller,30,5.0,89.0,15089.0,149.0,604.0
Annette Cox,46,6.0,70.0,10562.0,151.0,409.0
Benjamin Garrison,29,3.0,73.0,13189.0,161.0,
Mario Wood,30,,37.0,9878.0,93.0,695.0
Juan Vazquez,31,,,,92.0,
Andrew Cross,27,3.0,87.0,14956.0,161.0,648.0
Ms. Tracy Sutton,48,1.0,,,77.0,455.0
Samuel Parsons,24,12.0,91.0,18049.0,152.0,589.0
Wesley Smith,30,2.0,77.0,9530.0,77.0,728.0
Carolyn Price,52,1.0,17.0,3301.0,130.0,655.0
Donald Wyatt,57,,,,121.0,591.0
Mrs. Katherine Williams DVM,20,11.0,110.0,15316.0,99.0,811.0
Gina Torres,29,2.0,37.0,14598.0,127.0,591.0
Manuel Rodriguez,53,1.0,49.0,4925.0,151.0,350.0
James Carter,33,,,14800.0,139.0,547.0
Laura Lester,22,1.0,87.0,19959.0,144.0,524.0
Dennis Hunt,48,5.0,49.0,11877.0,140.0,245.0
Frank Mills,38,,,9043.0,112.0,336.0
Melinda Patterson,30,1.0,,13189.0,163.0,792.0
Charles Johnson,40,,75.0,6643.0,,313.0
Lisa Scott,45,4.0,75.0,9334.0,153.0,646.0
Logan Smith,44,2.0,76.0,7846.0,93.0,457.0
Jessica Cain,56,4.0,28.0,1668.0,102.0,181.0
Justin Walter,29,4.0,92.0,10902.0,98.0,775.0
Michele Robinson,34,3.0,63.0,14150.0,82.0,427.0
Daniel Patterson,61,1.0,31.0,3674.0,82.0,450.0
Christina Bates,18,1.0,31.0,3674.0,82.0,450.0
Kelsey Estrada,49,,30.0,7832.0,158.0,424.0
Christopher Rivera,33,10.0,52.0,12989.0,132.0,
Susan Ortiz,64,4.0,40.0,1976.0,92.0,699.0
Stephanie Rowe,34,4.0,60.0,9353.0,158.0,650.0
Aaron Ryan,22,6.0,96.0,13578.0,106.0,566.0
Beverly James,61,1.0,14.0,2483.0,63.0,562.0
Rachel Williams,37,2.0,42.0,,97.0,513.0
Randall Campbell,53,4.0,,1480.0,79.0,477.0
Michelle Ponce,24,10.0,105.0,14276.0,133.0,893.0
Cathy Williams,33,10.0,44.0,15323.0,160.0,
John Friedman,57,4.0,39.0,3297.0,106.0,325.0
Melissa Wilson,35,,79.0,9727.0,78.0,610.0
Jerry Peterson,39,5.0,53.0,10991.0,139.0,272.0
Meredith Butler,31,10.0,89.0,10065.0,144.0,791.0
Amy Hoffman,35,10.0,42.0,12048.0,109.0,731.0
Brenda Collins,18,10.0,42.0,12048.0,109.0,731.0
Mathew Gonzales,50,4.0,,10483.0,116.0,312.0
Diana Holloway,26,3.0,86.0,,106.0,750.0
Dominic Howell,52,2.0,46.0,1193.0,127.0,210.0
James West,18,2.0,46.0,1193.0,127.0,210.0
Jessica Bernard,54,3.0,,3387.0,137.0,660.0
John Salinas,22,14.0,117.0,14523.0,153.0,580.0
Linda Mayer,63,,,,101.0,177.0
Brett Greer,50,1.0,31.0,10433.0,108.0,431.0
Madison Navarro,34,,66.0,9886.0,,302.0
Christopher Moss,23,8.0,80.0,14390.0,113.0,519.0
Vicki Jones DDS,46,8.0,60.0,,107.0,426.0
David Mejia,28,8.0,,10147.0,99.0,530.0
Susan Andrews,55,1.0,32.0,2733.0,103.0,216.0
Marc Daniels,62,4.0,19.0,3360.0,109.0,292.0
Paul Martin,53,4.0,19.0,1599.0,81.0,159.0
Christy Jensen,59,2.0,41.0,,135.0,
Lori Cummings,26,4.0,69.0,12149.0,157.0,591.0
Margaret Lin,42,6.0,51.0,9582.0,86.0,492.0
Angel Smith,18,6.0,51.0,9582.0,86.0,492.0
Michelle Salazar,32,2.0,60.0,15662.0,156.0,773.0
Eileen Henry,35,6.0,,8583.0,159.0,
Kevin Gray,21,,75.0,17169.0,80.0,
Michael Long,24,13.0,101.0,,100.0,827.0
Kathryn Martin,31,10.0,74.0,11277.0,116.0,353.0
Aaron Smith,34,4.0,59.0,,,692.0
Thomas King,58,2.0,19.0,4478.0,171.0,358.0
Holly Kline,41,1.0,62.0,8910.0,76.0,415.0
David Porter,21,,51.0,12937.0,105.0,487.0
Thomas Sanders,52,1.0,30.0,4590.0,107.0,130.0
Marissa Hunt,47,1.0,65.0,6076.0,,369.0
Heather Acevedo,21,2.0,97.0,15070.0,134.0,
Brittany Adkins,43,7.0,35.0,9138.0,166.0,234.0
Megan Cox,35,8.0,73.0,8376.0,161.0,563.0
Rebecca Bryan,48,5.0,56.0,7195.0,76.0,567.0
Marcus Navarro,59,4.0,36.0,,69.0,
Benjamin Sanford,40,2.0,71.0,6938.0,,592.0
Holly Aguilar,48,8.0,62.0,8931.0,84.0,210.0
Lindsey Miller,52,4.0,21.0,2478.0,175.0,349.0
Dominic Santos,22,3.0,114.0,19479.0,135.0,590.0
Gabriel Fitzgerald,36,4.0,76.0,10623.0,,574.0
Anna Evans,20,14.0,67.0,14317.0,141.0,561.0
Danielle Baker,41,4.0,,7008.0,74.0,631.0
Timothy Gibson,47,4.0,61.0,6416.0,169.0,209.0
Jennifer Gregory,33,1.0,88.0,10918.0,85.0,680.0
Mary Reyes,62,5.0,,,157.0,699.0
Debra Gibson,57,,21.0,,,288.0
Melissa Montoya,30,4.0,,15714.0,81.0,
Jason Krause,58,4.0,26.0,3140.0,153.0,657.0
Julia Adams,51,5.0,36.0,2092.0,64.0,574.0
Richard Burgess,59,5.0,38.0,2769.0,118.0,598.0
Jason Thomas,43,6.0,44.0,8796.0,89.0,
Monique Watson,40,1.0,60.0,6680.0,,321.0
Daniel Thompson,30,5.0,,13747.0,112.0,
Melissa Morris,19,3.0,118.0,15928.0,124.0,840.0
Ryan Buchanan,50,3.0,66.0,10144.0,130.0,568.0
James Ross,49,8.0,37.0,6063.0,103.0,481.0
Clayton Campos,26,6.0,,10080.0,157.0,780.0
Erin Reed,52,0.0,18.0,3404.0,104.0,609.0
Nicholas Alexander,48,4.0,33.0,7837.0,82.0,601.0
Eric Rodriguez,21,7.0,83.0,12062.0,109.0,705.0
Justin Ward,31,10.0,35.0,8981.0,103.0,358.0
Daniel Livingston,59,3.0,46.0,4092.0,93.0,579.0
Joshua Rice,36,,72.0,11853.0,116.0,282.0
Angela Wood,29,1.0,,11262.0,,394.0
Patrick Schaefer,22,,116.0,14042.0,118.0,581.0
Jill Mclean,20,,57.0,17572.0,,560.0
Donna Haynes,60,3.0,33.0,,72.0,544.0
Tammy Velasquez,52,4.0,25.0,1243.0,91.0,291.0
Kimberly Heath,29,6.0,88.0,9543.0,117.0,590.0
Michael Gray,26,4.0,82.0,14411.0,,698.0
Dr. William Walker,27,5.0,99.0,,127.0,692.0
Kim Hudson,44,6.0,49.0,7155.0,129.0,547.0
Christy Harrison,42,6.0,69.0,10846.0,100.0,365.0
Sheri Shannon,40,4.0,28.0,11810.0,109.0,317.0
Derek Myers,38,3.0,46.0,10602.0,128.0,268.0
Brian Zimmerman,60,1.0,49.0,2387.0,176.0,104.0
Mitchell Knapp,58,2.0,10.0,2946.0,123.0,151.0
Tiffany Crawford,41,2.0,69.0,9456.0,141.0,440.0
Kelly Garcia,47,5.0,76.0,11363.0,109.0,
Angela Preston,54,3.0,37.0,1790.0,158.0,656.0
Jonathan Ferrell,42,2.0,77.0,6030.0,83.0,358.0
William Miller,27,5.0,93.0,8217.0,107.0,
Scott Reid,36,2.0,,10889.0,135.0,428.0
Angela Larson,57,3.0,31.0,3210.0,146.0,
Michael Stone,60,2.0,18.0,1435.0,,649.0
Scott Franco,33,,68.0,14750.0,76.0,720.0
Kiara Johnson,32,8.0,98.0,14360.0,75.0,633.0
Joseph Taylor MD,24,3.0,62.0,16647.0,,659.0
Anthony Stark,38,2.0,61.0,8347.0,161.0,474.0
Bethany Caldwell,41,3.0,40.0,11864.0,,561.0
Richard Brown,31,10.0,88.0,13625.0,82.0,342.0
Jon Young,64,2.0,49.0,1137.0,98.0,
Robert Johnson,60,2.0,,4429.0,166.0,682.0
Cassandra Blevins,29,3.0,,13079.0,,531.0
Michael Barker,38,1.0,52.0,8569.0,85.0,533.0
Amanda Proctor,26,9.0,92.0,,,542.0
Christina Parker,39,6.0,75.0,11614.0,73.0,207.0
Kevin Johnson,63,,48.0,1705.0,136.0,220.0
Tony Walker,50,7.0,57.0,11954.0,110.0,209.0
Richard Martinez,45,1.0,76.0,10067.0,136.0,240.0
Stacy Holland,60,2.0,22.0,2983.0,170.0,115.0
Jonathan Wilson,51,1.0,,3594.0,131.0,486.0
Christopher Fisher,56,3.0,44.0,,146.0,244.0
Alexandra Boyer,59,3.0,,4255.0,117.0,233.0
Christopher Hoffman,20,9.0,,,82.0,522.0
Beverly Daniels,23,,50.0,15551.0,148.0,562.0
Michael Johnson,39,6.0,37.0,9221.0,151.0,436.0
Krista Wang,39,,61.0,7043.0,91.0,
Andrea Wheeler,20,,87.0,18156.0,,758.0
Louis Romero,46,1.0,28.0,6321.0,107.0,
Travis Bennett,20,5.0,66.0,19871.0,141.0,894.0
Heather Ball,45,7.0,44.0,10628.0,117.0,351.0
William Osborn,26,3.0,67.0,9702.0,,392.0
Daniel Adkins,53,2.0,35.0,1042.0,162.0,576.0
Morgan Norris,25,10.0,,14395.0,158.0,800.0
Susan Weber,32,10.0,81.0,9651.0,156.0,736.0
Christina Wilson,31,2.0,49.0,14072.0,148.0,581.0
Brian Sexton,28,2.0,60.0,12983.0,100.0,383.0
Amanda Stewart,64,,39.0,,78.0,
Charles Walker,47,7.0,35.0,11320.0,146.0,345.0
Christopher Jones,20,2.0,52.0,18255.0,114.0,737.0
Lindsey Casey,60,4.0,31.0,4498.0,90.0,487.0
Sandra Brown,23,5.0,90.0,15433.0,136.0,513.0
Bruce Atkins,48,7.0,76.0,6022.0,162.0,649.0
April Arnold,52,2.0,31.0,2422.0,101.0,237.0
Johnny Taylor,28,1.0,87.0,12878.0,144.0,758.0
Sue Wells DDS,49,2.0,43.0,7371.0,126.0,487.0
Joshua Trujillo,21,3.0,106.0,15995.0,113.0,870.0
Joshua Wallace,53,4.0,,1225.0,167.0,
Gregory Thompson,22,8.0,84.0,14207.0,110.0,446.0
Jeffrey Crane,53,2.0,49.0,3011.0,,685.0
Carlos Anthony,60,1.0,35.0,2981.0,101.0,639.0
Alec Beasley,37,1.0,,10801.0,,462.0
Manuel Hernandez,61,3.0,18.0,3244.0,160.0,159.0
Dylan Morgan,34,,,8520.0,84.0,544.0
Andrea Christensen,47,3.0,51.0,10175.0,145.0,343.0
Jeffrey Howard,49,1.0,,6589.0,151.0,325.0
Ana Sanchez,53,,38.0,1417.0,,677.0
Brandon Hart,64,1.0,41.0,1179.0,132.0,
Tammy Garcia,29,3.0,,10581.0,137.0,657.0
Angelica Jimenez,21,,103.0,15555.0,,595.0
Joseph Miller,21,11.0,72.0,17772.0,,
Keith Goodwin,58,0.0,,4850.0,174.0,229.0
Chelsey Smith,57,3.0,37.0,1645.0,90.0,586.0
Samantha Hernandez MD,28,3.0,,15722.0,99.0,
Mark Morris,19,,93.0,,113.0,513.0
Sarah Henderson,26,4.0,59.0,11878.0,91.0,574.0
Lauren Walker,55,3.0,18.0,4917.0,,506.0
Mason Franklin,42,5.0,31.0,6866.0,84.0,448.0
Maria Hayes,22,11.0,76.0,15059.0,86.0,880.0
Sarah Mills,56,1.0,,1776.0,,275.0
Jasmin Cooper,47,7.0,76.0,10856.0,70.0,254.0
David Smith,55,1.0,30.0,2869.0,176.0,243.0
Amy Hardin,54,4.0,23.0,1786.0,177.0,178.0
Amy Woods,33,1.0,35.0,13804.0,147.0,394.0
Brian Wilson,36,6.0,60.0,7917.0,100.0,404.0
Danielle Jones,52,5.0,31.0,2117.0,,162.0
Christopher Wilkerson,39,2.0,49.0,8510.0,138.0,435.0
Lisa Silva,24,9.0,109.0,,88.0,589.0
Oscar Gregory,19,1.0,76.0,17181.0,83.0,696.0
Dr. Kyle Garcia,55,3.0,19.0,4101.0,91.0,410.0
Matthew Ramirez,56,3.0,28.0,4458.0,122.0,505.0
Carol Powell,53,,,2520.0,165.0,646.0
Daniel White,55,1.0,44.0,3543.0,167.0,661.0
Steven Roberts,38,,44.0,,124.0,644.0
Scott Torres,38,7.0,71.0,10706.0,129.0,641.0
Shawna Weber,51,1.0,16.0,1793.0,136.0,263.0
Kevin Elliott,18,1.0,16.0,1793.0,136.0,263.0
Thomas Gray,31,9.0,79.0,8018.0,94.0,689.0
Laurie Coleman,30,10.0,91.0,14038.0,,511.0
James Ross,25,2.0,84.0,12218.0,93.0,587.0
Jason Fowler,22,11.0,114.0,17892.0,94.0,413.0
Diamond Barrett,22,3.0,79.0,12726.0,84.0,787.0
John Thomas,24,4.0,96.0,13841.0,146.0,744.0
